Title,Writer,Publisher,Run,Read,Random Comic,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Ultimate Comics: Thor,"Hickman, Jonathan",Marvel,4.0,False,,,,,,,,,,,Ultimate Comics: Thor
Ultimate Comics: Ultimates,"Hickman, Jonathan",Marvel,12.0,False,,,,,,,,,,,Ultimate Comics: Ultimates
Ultimate Comics: X-Men,"Wood, Brian",Marvel,33.0,False,,,,,,,,,,,Ultimate Comics: X-Men
Ultimate Spider-Man,"Bendis, Brian",Marvel,200.0,False,,,,,,,,,,,Ultimate Spider-Man
Ultimate Spiderman Vol 1: Married With Children,,,,,,,,,,,,,,,Ultimate Spiderman Vol 1: Married With Children
Ultimate SPiderman Vol 2: The Paper,,,,,,,,,,,,,,,Ultimate SPiderman Vol 2: The Paper
Ultimates,"Ewing, Al",Marvel,22.0,False,,,,,,,,,,,Ultimates
Umbrella Academy,"Way, Gerard",Dark Horse,18.0,False,,,,,,,,,,,Umbrella Academy
"Unbeatable Squirrel Girl, The","North, Ryan",Marvel,64.0,False,,,,,,,,,,,The Unbeatable Squirrel Girl
"Unbelievable Gwenpool, The","Hastings, Christopher",Marvel,27.0,False,,,,,,,,,,,The Unbelievable Gwenpool
Uncanny Avengers,"Remender, Rick",Marvel,30.0,False,,,,,,,,,,,Uncanny Avengers
Uncanny Avengers,"Zub, Jim",Marvel,5.0,False,,,,,,,,,,,Uncanny Avengers
Uncanny X-Force,"Remender, Rick",Marvel,35.0,False,,,,,,,,,,,Uncanny X-Force
Uncanny X-Men,"Gillen, Kieron",Marvel,21.0,False,,,,,,,,,,,Uncanny X-Men
"Underwater Welder, The","Lemire, Jeff",Topshelf,9.0,False,,,,,,,,,,,The Underwater Welder
Underwinter,"Fawkes, Ray",Image,11.0,False,,,,,,,,,,,Underwinter
Unknown Soldier,"Ennis, Garth",DC,4.0,False,,,,,,,,,,,Unknown Soldier
"Unwritten, The","Carey, Mike",Vertigo,66.0,False,,,,,,,,,,,The Unwritten
Upgrade Soul,"Daniels, Ezra Clayton",Lion Forge,11.0,False,,,,,,,,,,,Upgrade Soul
Usagi Yojimbo,"Sakai, Stan",Dark Horse,172.0,False,,,,,,,,,,,Usagi Yojimbo
V for Vendetta,"Moore, Alan",Vertigo,10.0,False,,,,,,,,,,,V for Vendetta
Vagabond,"Inoue, Takehiko",Manga,37.0,False,,,,,,,,,,,Vagabond
Valiant 2012,Various,Valiant,300.0,False,,,,,,,,,,,Valiant 2012
Vampirella: Roses for the Dead,Deak-Lisner Kristina,Dynamite,4.0,False,,,,,,,,,,,Vampirella: Roses for the Dead
Vampirella/Dejah Thoris,"Burnham, Erik",Dynamite,5.0,False,,,,,,,,,,,Vampirella/Dejah Thoris
Velvet,"Brubaker, Ed",Image,15.0,False,,,,,,,,,,,Velvet
Vengeance of Vampirella,"Sniegoski, Tom",Dynamite,26.0,False,,,,,,,,,,,Vengeance of Vampirella
Venom,"Remender, Rick",Marvel,22.0,False,,,,,,,,,,,Venom
Victory Parade,,,,,,,,,,,,,,,Victory Parade
Villains United/Secret Six Vol. 1,"Simone, Gail",DC,56.0,False,,,,,,,,,,,Villains United/Secret Six Vol. 1
Vinland Saga,"Yukimura, Makoto",Manga,21.0,False,,,,,,,,,,,Vinland Saga
Vision,"King, Tom",Marvel,12.0,False,,,,,,,,,,,Vision
"Wake, The","Snyder, Scott",DC,10.0,False,,,,,,,,,,,The Wake
War of the Realms,"Aaron, Jason",Marvel,6.0,False,,,,,,,,,,,War of the Realms
War of the Realms: Agents of Atlas,"Pak, Greg",Marvel,4.0,False,,,,,,,,,,,War of the Realms: Agents of Atlas
War of the Realms: Giant-Man,"Williams, Leah",Marvel,3.0,False,,,,,,,,,,,War of the Realms: Giant-Man
War of the Realms: Journey into Mystery,McElroys,Marvel,5.0,False,,,,,,,,,,,War of the Realms: Journey into Mystery
War of the Realms: Punisher,"Duggan, Gerry",Marvel,3.0,False,,,,,,,,,,,War of the Realms: Punisher
War of the Realms: Spider-Man & the League of Realms,"Ryan, Sean",Marvel,3.0,False,,,,,,,,,,,War of the Realms: Spider-Man & the League of Realms
War of the Realms: Strikeforce: The Dark Elf Realm,"Hill, Bryan",Marvel,1.0,False,,,,,,,,,,,War of the Realms: Strikeforce: The Dark Elf Realm
War of the Realms: Strikeforce: The Land of the Giants,"Taylor, Tom",Marvel,1.0,False,,,,,,,,,,,War of the Realms: Strikeforce: The Land of the Giants
War of the Realms: Strikeforce: The War Avengers,"Hopless, Dennis",Marvel,1.0,False,,,,,,,,,,,War of the Realms: Strikeforce: The War Avengers
War of the Realms: Uncanny X-Men,"Rosenberg, Matthew",Marvel,3.0,False,,,,,,,,,,,War of the Realms: Uncanny X-Men
War of the Realms: War Scrolls,Various,Marvel,3.0,False,,,,,,,,,,,War of the Realms: War Scrolls
Warlock,"Starlin, Jim",Marvel,54.0,False,,,,,,,,,,,Warlock
Warlord,"Grell, Mike",DC,62.0,False,,,,,,,,,,,Warlord
Wasteland,"Ostrander, John",Oni Press,18.0,False,,,,,,,,,,,Wasteland
Watchmen,"Moore, Alan",Vertigo,12.0,False,,,,,,,,,,,Watchmen
Watersnakes,"Sandoval, Tony",Lion Forge,6.0,False,,,,,,,,,,,Watersnakes
Wayward,"Zub, Jim",Image,30.0,False,,,,,,,,,,,Wayward
We are Robin,"Bermejo, Lee",DC,12.0,False,,,,,,,,,,,We are Robin
We Can Never Go Home,"Rosenberg, Matthew",Black Mask,5.0,True,,,,,,,,,,,We Can Never Go Home
We Stand on Guard,"Vaughan, Brian K.",Image,6.0,False,,,,,,,,,,,We Stand on Guard
We3,"Morrison, Grant",Vertigo,3.0,False,,,,,,,,,,,We3
"Weatherman, The","LeHeup, Jody",Image,6.0,False,,,,,,,,,,,The Weatherman
Wednesday Comics,,,,,,,,,,,,,,,Wednesday Comics
"Werewolf at Dusk: and Other Stories, The",,,,,,,,,,,,,,,The Werewolf at Dusk: and Other Stories
West Coast Avengers,"Thompson, Kelly",Marvel,10.0,False,,,,,,,,,,,West Coast Avengers
Wet Moon,"Campbell, Sophie",Oni Press,51.0,False,,,,,,,,,,,Wet Moon
Where We Live: Las Vegas Shooting Benefits,Various,Image,10.0,False,,,,,,,,,,,Where We Live: Las Vegas Shooting Benefits
"White Trees, The","Zdarsky, Chip",Image,2.0,False,,,,,,,,,,,The White Trees
Whiteout,"Rucka, Greg",Oni Press,9.0,False,,,,,,,,,,,Whiteout
Who is Jake Ellis,"Edmondson, Nathan",Image,5.0,False,,,,,,,,,,,Who is Jake Ellis
"Wicked + The Divine, The","Gillen, Keiron",Image,45.0,False,,,,,,,,,,,The Wicked + The Divine
"Wild Storm, The","Ellis, Warren",DC,24.0,False,,,,,,,,,,,The Wild Storm
"Wild Storm: Michael Cray, The","Hill, Bryan",DC,12.0,False,,,,,,,,,,,The Wild Storm: Michael Cray
"Winter Men, The","Lewis, Brett",Wildstorm,6.0,False,,,,,,,,,,,The Winter Men
Witchblade,"Marz, Ron",Top Cow,95.0,False,,,,,,,,,,,Witchblade
"Witcher Vol 9: Corvo Bianco, The",,,,,,,,,,,,,,,The Witcher Vol 9: Corvo Bianco
Woman World,"Dhaliwal, Aminder",Drawn and Quarterly,10.0,False,,,,,,,,,,,Woman World
Wonder Woman,"Azzarello, Brian",DC,52.0,False,,,,,,,,,,,Wonder Woman
Wonder Woman,"Rucka, Greg",DC,58.0,False,,,,,,,,,,,Wonder Woman
"Wonderful Wizard of Oz, The","Shanower, Eric",Marvel,8.0,False,,,,,,,,,,,The Wonderful Wizard of Oz
"Woods, The","Tynion IV, James",Boom!,36.0,False,,,,,,,,,,,The Woods
World Trigger,"Ashihara, Daisuke",Manga,19.0,False,,,,,,,,,,,World Trigger
World War Hulk + Incredible Hulk #106 - #111,"Pak, Greg",Marvel,11.0,False,,,,,,,,,,,World War Hulk + Incredible Hulk #106 - #111
"Wrong Earth, The",Various,Ahoy,6.0,False,,,,,,,,,,,The Wrong Earth
Wytches,"Snyder, Scott",Image,9.0,False,,,,,,,,,,,Wytches
X-23,"Liu, Marjorie",Marvel,21.0,False,,,,,,,,,,,X-23
X-23: Innocence Lost/Target X,"Kyle, Craig",Marvel,12.0,False,,,,,,,,,,,X-23: Innocence Lost/Target X
X-Factor,"Simonson, Louise",Marvel,65.0,False,,,,,,,,,,,X-Factor
X-Factor,"David, Peter",Marvel,51.0,False,,,,,,,,,,,X-Factor
X-Force,"Kyle, Craig",Marvel,29.0,False,,,,,,,,,,,X-Force
X-Force Vol 1: Fractures,,,,,,,,,,,,,,,X-Force Vol 1: Fractures
X-Force/X-Statix,"Milligan, Peter",Marvel,46.0,False,,,,,,,,,,,X-Force/X-Statix
X-Men Legacy,"Carey, Mike",Marvel,52.0,False,,,,,,,,,,,X-Men Legacy
X-Men Legacy,"Spurrier, Simon",Marvel,25.0,False,,,,,,,,,,,X-Men Legacy
X-Men Saga,"Claremont, Chris",Marvel,224.0,False,,,,,,,,,,,X-Men Saga
X-Men Vol 1: Homecoming,,,,,,,,,,,,,,,X-Men Vol 1: Homecoming
X-Men: Asgardian Wars,"Claremont, Chris",Marvel,4.0,False,,,,,,,,,,,X-Men: Asgardian Wars
X-Men: Grand Design,"Piskor, Ed",Marvel,4.0,False,,,,,,,,,,,X-Men: Grand Design
X-Men: Grand Design - X-Tinction,"Piskor, Ed",Marvel,2.0,False,,,,,,,,,,,X-Men: Grand Design - X-Tinction
X-Men: No More Humans,"Carey, Mike",Marvel,4.0,False,,,,,,,,,,,X-Men: No More Humans
X-Men: Red,"Taylor, Tom",Marvel,12.0,False,,,,,,,,,,,X-Men: Red
X-Men: Season One,"Gage, Christos",Marvel,5.0,False,,,,,,,,,,,X-Men: Season One
Y: The Last Man,"Vaughan, Brian K.",Vertigo,60.0,False,,,,,,,,,,,Y: The Last Man
Year of the Villain,Various,DC,7.0,False,,,,,,,,,,,Year of the Villain
You are Here,"Baker, Kyle",Vertigo,6.0,False,,,,,,,,,,,You are Here
Young Avengers,"Gillen, Kieron",Marvel,15.0,False,,,,,,,,,,,Young Avengers
Young Avengers,"Heinberg, Allan",Marvel,13.0,False,,,,,,,,,,,Young Avengers
Young Frances,"Lin, Hartley",AdHouse,6.0,False,,,,,,,,,,,Young Frances
Young Hag and The Witches Quest,,,,,,,,,,,,,,,Young Hag and The Witches Quest
Young Justice,"David, Peter",DC,55.0,False,,,,,,,,,,,Young Justice
Young Liars,"Lapham, David",Vertigo,18.0,False,,,,,,,,,,,Young Liars
Young Terrorists,"Pizzolo, Matt",Black Mask,2.0,False,,,,,,,,,,,Young Terrorists
Your Black Friend and Other Strangers,"Passmore, Ben",Silver Sprocket,4.0,False,,,,,,,,,,,Your Black Friend and Other Strangers
Zatanna: Bring Down The House Collected,,,,,,,,,,,,,,,Zatanna: Bring Down The House Collected
Zero Girl,"Kieth, Sam",DC,5.0,False,,,,,,,,,,,Zero Girl
Ziggy Pig Silly Seal,"Tieri, Frank",Marvel,1.0,False,,,,,,,,,,,Ziggy Pig Silly Seal
Zodiac,,,,,,,,,,,,,,,Zodiac
Zot!,"McCloud, Scott",Eclipse,36.0,False,,,,,,,,,,,Zot!
