Title,System,Year,Played,Rating,Random Game,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Tom Clancy's Ghost Recon 2,PC,,FALSE,80,,,,,,,,,,,,,Tom Clancy's Ghost Recon 2
Tom Clancy's Ghost Recon 2 Summit Strike,Xbox,,FALSE,84,,,,,,,,,,,,,Tom Clancy's Ghost Recon 2 Summit Strike
Tom Clancy's Ghost Recon Advanced Warfighter,X360,,FALSE,90,,,,,,,,,,,,,Tom Clancy's Ghost Recon Advanced Warfighter
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,,FALSE,86,,,,,,,,,,,,,Tom Clancy's Ghost Recon Advanced Warfighter 2
Tom Clancy's Ghost Recon: Advanced Warfighter 2,,2007,,7.7,,,,,,,,,,,,,Tom Clancy's Ghost Recon: Advanced Warfighter 2
Tom Clancy's Ghost Recon: Desert Siege,PC,,FALSE,82,,,,,,,,,,,,,Tom Clancy's Ghost Recon: Desert Siege
Tom Clancy's Ghost Recon: Future Soldier,X360,,FALSE,79,,,,,,,,,,,,,Tom Clancy's Ghost Recon: Future Soldier
Tom Clancy's Ghost Recon: Island Thunder,PC,,FALSE,82,,,,,,,,,,,,,Tom Clancy's Ghost Recon: Island Thunder
Tom Clancy's Rainbow Six,PC,,FALSE,85,,,,,,,,,,,,,Tom Clancy's Rainbow Six
Tom Clancy's Rainbow Six 3,Xbox,,FALSE,86,,,,,,,,,,,,,Tom Clancy's Rainbow Six 3
Tom Clancy's Rainbow Six 3: Black Arrow,Xbox,,FALSE,84,,,,,,,,,,,,,Tom Clancy's Rainbow Six 3: Black Arrow
Tom Clancy's Rainbow Six 3: Raven Shield,PC,,FALSE,83,,,,,,,,,,,,,Tom Clancy's Rainbow Six 3: Raven Shield
Tom Clancy's Rainbow Six Siege,PC,,FALSE,79,,,,,,,,,,,,,Tom Clancy's Rainbow Six Siege
Tom Clancy's Rainbow Six Vegas,X360,,FALSE,88,,,,,,,,,,,,,Tom Clancy's Rainbow Six Vegas
Tom Clancy's Rainbow Six Vegas 2,X360,,FALSE,82,,,,,,,,,,,,,Tom Clancy's Rainbow Six Vegas 2
Tom Clancy's Rainbow Six: Siege,,2015,,7.6,,,,,,,,,,,,,Tom Clancy's Rainbow Six: Siege
Tom Clancy's Splinter Cell,PC,,FALSE,91,,,,,,,,,,,,,Tom Clancy's Splinter Cell
Tom Clancy's Splinter Cell Chaos Theory,GAMECUBE,,FALSE,81,,,,,,,,,,,,,Tom Clancy's Splinter Cell Chaos Theory
Tom Clancy's Splinter Cell Double Agent,PS2,,FALSE,84,,,,,,,,,,,,,Tom Clancy's Splinter Cell Double Agent
Tom Clancy's Splinter Cell Pandora Tomorrow,PS2,,FALSE,87,,,,,,,,,,,,,Tom Clancy's Splinter Cell Pandora Tomorrow
Tom Clancy's Splinter Cell: Blacklist,PS3,,FALSE,84,,,,,,,,,,,,,Tom Clancy's Splinter Cell: Blacklist
Tom Clancy's Splinter Cell: Chaos Theory,PC,,FALSE,92,,,,,,,,,,,,,Tom Clancy's Splinter Cell: Chaos Theory
Tom Clancy's Splinter Cell: Conviction,X360,,FALSE,85,,,,,,,,,,,,,Tom Clancy's Splinter Cell: Conviction
Tom Clancy's Splinter Cell: Double Agent,,2006,,7.7,,,,,,,,,,,,,Tom Clancy's Splinter Cell: Double Agent
Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,,FALSE,87,,,,,,,,,,,,,Tom Clancy's Splinter Cell: Pandora Tomorrow
Tom Clancy's The Division,PS4,,FALSE,80,,,,,,,,,,,,,Tom Clancy's The Division
Tom Clancy's The Division 2,PC,,FALSE,84,,,,,,,,,,,,,Tom Clancy's The Division 2
Tom Clancy's The Division 2: Warlords of New York,XBO,,FALSE,82,,,,,,,,,,,,,Tom Clancy's The Division 2: Warlords of New York
Tomb of Zojir: Last Half of Darkness,,2009,,7.7,,,,,,,,,,,,,Tomb of Zojir: Last Half of Darkness
Tomb Raider,SATURN,1996,,8.2,,,,,,,,,,,,,Tomb Raider
Tomb Raider I•II•III: Remastered,,2024,,7.5,,,,,,,,,,,,,Tomb Raider I•II•III: Remastered
Tomb Raider I•II•III: Remastered,,2024,,7.5,,,,,,,,,,,,,
Tomb Raider II: Gold,,1999,,7.5,,,,,,,,,,,,,Tomb Raider II: Gold
Tomb Raider III: Adventures of Lara Croft,,1998,,7.5,,,,,,,,,,,,,Tomb Raider III: Adventures of Lara Croft
"Tomb Raider Trilogy, The",PS3,,FALSE,78,,,,,,,,,,,,,The Tomb Raider Trilogy
Tomb Raider: Anniversary,PC,,FALSE,83,,,,,,,,,,,,,Tomb Raider: Anniversary
Tomb Raider: Definitive Edition,XBO,,FALSE,86,,,,,,,,,,,,,Tomb Raider: Definitive Edition
Tomb Raider: Gold,,1998,,7.6,,,,,,,,,,,,,Tomb Raider: Gold
Tomb Raider: Legend,PC,,FALSE,82,,,,,,,,,,,,,Tomb Raider: Legend
Tomb Raider: The Osiris Codex,,2003,,7.7,,,,,,,,,,,,,Tomb Raider: The Osiris Codex
Tomb Raider: Underworld,PC,,FALSE,80,,,,,,,,,,,,,Tomb Raider: Underworld
Tomba! 2: The Evil Swine Return,,1999,,7.7,,,,,,,,,,,,,Tomba! 2: The Evil Swine Return
Tomba!: Special Edition,,2024,,7.6,,,,,,,,,,,,,Tomba!: Special Edition
Tomba!: Special Edition,,2024,,7.5,,,,,,,,,,,,,
"Tone Rebellion, The",,1997,,7.5,,,,,,,,,,,,,The Tone Rebellion
Tony Hawk's American Sk8land,DS,,FALSE,84,,,,,,,,,,,,,Tony Hawk's American Sk8land
Tony Hawk's American Wasteland,,2005,,7.5,,,,,,,,,,,,,Tony Hawk's American Wasteland
Tony Hawk's Downhill Jam,,2006,,7.5,,,,,,,,,,,,,Tony Hawk's Downhill Jam
Tony Hawk's Pro Skater,PlayStation,,FALSE,92,,,,,,,,,,,,,Tony Hawk's Pro Skater
Tony Hawk's Pro Skater 1 + 2,PS5,,FALSE,90,,,,,,,,,,,,,Tony Hawk's Pro Skater 1 + 2
Tony Hawk's Pro Skater 2,PC,,FALSE,91,,,,,,,,,,,,,Tony Hawk's Pro Skater 2
Tony Hawk's Pro Skater 2X,Xbox,,FALSE,78,,,,,,,,,,,,,Tony Hawk's Pro Skater 2X
Tony Hawk's Pro Skater 3,PS2,,FALSE,97,,,,,,,,,,,,,Tony Hawk's Pro Skater 3
Tony Hawk's Pro Skater 4,GBA,,FALSE,85,,,,,,,,,,,,,Tony Hawk's Pro Skater 4
Tony Hawk's Project 8,X360,,FALSE,81,,,,,,,,,,,,,Tony Hawk's Project 8
Tony Hawk's Proving Ground,DS,,FALSE,79,,,,,,,,,,,,,Tony Hawk's Proving Ground
Tony Hawk's Underground,PS2,,FALSE,90,,,,,,,,,,,,,Tony Hawk's Underground
Tony Hawk's Underground 2,Xbox,,FALSE,83,,,,,,,,,,,,,Tony Hawk's Underground 2
Toodee and Topdee,,2021,,7.7,,,,,,,,,,,,,Toodee and Topdee
Tooth and Tail,PC,,FALSE,80,,,,,,,,,,,,,Tooth and Tail
Top Spin,Xbox,,FALSE,89,,,,,,,,,,,,,Top Spin
Top Spin 2,,2006,,7.5,,,,,,,,,,,,,Top Spin 2
Top Spin 3,X360,,FALSE,78,,,,,,,,,,,,,Top Spin 3
Top Spin 4,X360,,FALSE,84,,,,,,,,,,,,,Top Spin 4
TopSpin 2K25,,2024,,7.5,,,,,,,,,,,,,TopSpin 2K25
TopSpin 2K25,,2024,,7.5,,,,,,,,,,,,,
Torchlight,PC,,FALSE,83,,,,,,,,,,,,,Torchlight
Torchlight II,PC,,FALSE,88,,,,,,,,,,,,,Torchlight II
Torin's Passage,,1995,,7.7,,,,,,,,,,,,,Torin's Passage
Torment: Tides of Numenara,PC,,FALSE,81,,,,,,,,,,,,,Torment: Tides of Numenara
Torment: Tides of Numenera,,2017,,7.6,,,,,,,,,,,,,Torment: Tides of Numenera
Tormented Souls,SWITCH,,FALSE,79,,,,,,,,,,,,,Tormented Souls
Tormenture,,2024,,7.6,,,,,,,,,,,,,
Toss!,,2023,,7.5,,,,,,,,,,,,,Toss!
Total Annihilation,PC,,FALSE,86,,,,,,,,,,,,,Total Annihilation
Total Annihilation: Gold Edition,,1999,,7.5,,,,,,,,,,,,,Total Annihilation: Gold Edition
Total War: Attila,PC,,FALSE,80,,,,,,,,,,,,,Total War: Attila
Total War: Pharaoh,,2023,,7.6,,,,,,,,,,,,,Total War: Pharaoh
Total War: Shogun 2,PC,,FALSE,90,,,,,,,,,,,,,Total War: Shogun 2
Total War: Shogun 2 - Fall of the Samurai,PC,,FALSE,86,,,,,,,,,,,,,Total War: Shogun 2 - Fall of the Samurai
Total War: Three Kingdoms,PC,,FALSE,85,,,,,,,,,,,,,Total War: Three Kingdoms
Total War: Three Kingdoms - A World Betrayed,PC,,FALSE,80,,,,,,,,,,,,,Total War: Three Kingdoms - A World Betrayed
Total War: Three Kingdoms - Mandate of Heaven,PC,,FALSE,80,,,,,,,,,,,,,Total War: Three Kingdoms - Mandate of Heaven
Total War: WARHAMMER,PC,,FALSE,86,,,,,,,,,,,,,Total War: WARHAMMER
Total War: WARHAMMER II,PC,,FALSE,87,,,,,,,,,,,,,Total War: WARHAMMER II
Total War: WARHAMMER II - Curse of the Vampire Coast,PC,,FALSE,83,,,,,,,,,,,,,Total War: WARHAMMER II - Curse of the Vampire Coast
Total War: WARHAMMER II - Rise of the Tomb Kings,PC,,FALSE,84,,,,,,,,,,,,,Total War: WARHAMMER II - Rise of the Tomb Kings
Total War: WARHAMMER III,PC,,FALSE,85,,,,,,,,,,,,,Total War: WARHAMMER III
Total War: WARHAMMER III - Forge of the Chaos Dwarfs,PC,,FALSE,83,,,,,,,,,,,,,Total War: WARHAMMER III - Forge of the Chaos Dwarfs
"Touryst, The",SWITCH,,FALSE,79,,,,,,,,,,,,,The Touryst
Towerfall Ascension,PS4,,FALSE,87,,,,,,,,,,,,,Towerfall Ascension
Toy Soldiers,X360,,FALSE,81,,,,,,,,,,,,,Toy Soldiers
Toy Soldiers: Cold War,X360,,FALSE,81,,,,,,,,,,,,,Toy Soldiers: Cold War
Trackmania 2 Canyon,PC,,FALSE,81,,,,,,,,,,,,,Trackmania 2 Canyon
TrackMania 2 Valley,PC,,FALSE,79,,,,,,,,,,,,,TrackMania 2 Valley
TrackMania Nations ESWC,,2006,,7.6,,,,,,,,,,,,,TrackMania Nations ESWC
TrackMania Nations Forever,,2008,,7.7,,,,,,,,,,,,,TrackMania Nations Forever
TrackMania Original,,2005,,7.6,,,,,,,,,,,,,TrackMania Original
Trackmania Sunrise,PC,,FALSE,82,,,,,,,,,,,,,Trackmania Sunrise
Trackmania Turbo,PS4,,FALSE,81,,,,,,,,,,,,,Trackmania Turbo
Trackmania United,PC,,FALSE,80,,,,,,,,,,,,,Trackmania United
TrackMania: Build to Race,,2010,,7.5,,,,,,,,,,,,,TrackMania: Build to Race
Trainz,PC,,FALSE,79,,,,,,,,,,,,,Trainz
Transference,PC,,FALSE,78,,,,,,,,,,,,,Transference
TransFormers,,2004,,7.6,,,,,,,,,,,,,TransFormers
Transformers: Fall of Cybertron,X360,,FALSE,79,,,,,,,,,,,,,Transformers: Fall of Cybertron
Transformers: War for Cybertron,,2010,,7.6,,,,,,,,,,,,,Transformers: War for Cybertron
Transistor,SWITCH,,FALSE,86,,,,,,,,,,,,,Transistor
Transpose,PS4,,FALSE,80,,,,,,,,,,,,,Transpose
Trauma Center: Second Opinion,Wii,,FALSE,80,,,,,,,,,,,,,Trauma Center: Second Opinion
Trauma Center: Under the Knife,DS,,FALSE,81,,,,,,,,,,,,,Trauma Center: Under the Knife
Trauma Center: Under the Knife 2,DS,,FALSE,79,,,,,,,,,,,,,Trauma Center: Under the Knife 2
Trauma Team,Wii,,FALSE,82,,,,,,,,,,,,,Trauma Team
Traxxpad,PSP,,FALSE,78,,,,,,,,,,,,,Traxxpad
Treasure Seekers: Visions of Gold,,2008,,7.6,,,,,,,,,,,,,Treasure Seekers: Visions of Gold
Treasures of the Deep,,1997,,7.7,,,,,,,,,,,,,Treasures of the Deep
Trenches,,2009,,7.5,,,,,,,,,,,,,Trenches
Trepang2,PC,,FALSE,78,,,,,,,,,,,,,Trepang2
Trepang²,,2023,,7.7,,,,,,,,,,,,,Trepang²
TRI,,2014,,7.5,,,,,,,,,,,,,TRI
Trials Evolution,X360,,FALSE,90,,,,,,,,,,,,,Trials Evolution
Trials Evolution: Gold Edition,PC,,FALSE,85,,,,,,,,,,,,,Trials Evolution: Gold Edition
Trials Evolution: Origin of Pain,X360,,FALSE,85,,,,,,,,,,,,,Trials Evolution: Origin of Pain
Trials Fusion,PC,,FALSE,80,,,,,,,,,,,,,Trials Fusion
Trials HD,X360,,FALSE,86,,,,,,,,,,,,,Trials HD
Trials of Fire,PC,,FALSE,81,,,,,,,,,,,,,Trials of Fire
Trials of Mana,PC,,FALSE,78,,,,,,,,,,,,,Trials of Mana
Trials Rising,XBO,,FALSE,85,,,,,,,,,,,,,Trials Rising
Triangle Strategy,PC,,FALSE,84,,,,,,,,,,,,,Triangle Strategy
Tribes 2,PC,,FALSE,88,,,,,,,,,,,,,Tribes 2
Tribes: Ascend,PC,,FALSE,86,,,,,,,,,,,,,Tribes: Ascend
Tribes: Vengeance,PC,,FALSE,83,,,,,,,,,,,,,Tribes: Vengeance
Trifox,,2022,,7.5,,,,,,,,,,,,,Trifox
Trigger Witch,,2021,,7.5,,,,,,,,,,,,,Trigger Witch
Trine,PS3,,FALSE,83,,,,,,,,,,,,,Trine
Trine 2,X360,,FALSE,85,,,,,,,,,,,,,Trine 2
Trine 2: Complete Story,PS4,,FALSE,84,,,,,,,,,,,,,Trine 2: Complete Story
Trine 2: Director's Cut,Wii U,,FALSE,84,,,,,,,,,,,,,Trine 2: Director's Cut
Trine 4: The Nightmare Prince,PC,,FALSE,81,,,,,,,,,,,,,Trine 4: The Nightmare Prince
Trine 5: A Clockwork Conspiracy,XBSX,,FALSE,82,,,,,,,,,,,,,Trine 5: A Clockwork Conspiracy
Trine: Enchanted Edition,,2014,,7.6,,,,,,,,,,,,,Trine: Enchanted Edition
Trinity Fusion,PC,,FALSE,80,,,,,,,,,,,,,Trinity Fusion
Trism,,2008,,7.5,,,,,,,,,,,,,Trism
Trombone Champ,,2022,,7.7,,,,,,,,,,,,,Trombone Champ
Tron 2.0,PC,,FALSE,84,,,,,,,,,,,,,Tron 2.0
Tropico,PC,,FALSE,85,,,,,,,,,,,,,Tropico
Tropico 3,PC,,FALSE,79,,,,,,,,,,,,,Tropico 3
Tropico 3: Absolute Power,PC,,FALSE,79,,,,,,,,,,,,,Tropico 3: Absolute Power
Tropico 4,PC,,FALSE,78,,,,,,,,,,,,,Tropico 4
Tropico 4: Modern Times,PC,,FALSE,78,,,,,,,,,,,,,Tropico 4: Modern Times
Tropico 6,PC,,FALSE,78,,,,,,,,,,,,,Tropico 6
Tropico: Paradise Island,PC,,FALSE,78,,,,,,,,,,,,,Tropico: Paradise Island
Trover Saves The Universe,PC,,FALSE,80,,,,,,,,,,,,,Trover Saves The Universe
Truck Dismount: Rekkaturvat,,2003,,7.5,,,,,,,,,,,,,Truck Dismount: Rekkaturvat
TumbleSeed,SWITCH,,FALSE,78,,,,,,,,,,,,,TumbleSeed
Tunic,SWITCH,,FALSE,88,,,,,,,,,,,,,Tunic
Turbo Dismount,,2014,,7.6,,,,,,,,,,,,,Turbo Dismount
Turbo Overkill,PC,,FALSE,91,,,,,,,,,,,,,Turbo Overkill
"Turing Test, The",XBO,,FALSE,80,,,,,,,,,,,,,The Turing Test
Turok 2: Seeds of Evil,N64,,FALSE,86,,,,,,,,,,,,,Turok 2: Seeds of Evil
Turok 3: Shadow of Oblivion,,2000,,7.6,,,,,,,,,,,,,Turok 3: Shadow of Oblivion
Turok: Dinosaur Hunter,N64,,FALSE,85,,,,,,,,,,,,,Turok: Dinosaur Hunter
Turtix,,2007,,7.5,,,,,,,,,,,,,Turtix
Turtle Odyssey,,2004,,7.6,,,,,,,,,,,,,Turtle Odyssey
Twinkle Tale,GENESIS,1992,,7.8,,,,,,,,,,,,,Twinkle Tale
Twisted Metal,,2012,,7.5,,,,,,,,,,,,,Twisted Metal
Twisted Metal 2,,1996,,7.5,,,,,,,,,,,,,Twisted Metal 2
Twisted Metal: Black,PS2,,FALSE,91,,,,,,,,,,,,,Twisted Metal: Black
Twisted Metal: Black Online,PS2,,FALSE,79,,,,,,,,,,,,,Twisted Metal: Black Online
Twisted Metal: Head-On,PSP,,FALSE,79,,,,,,,,,,,,,Twisted Metal: Head-On
Two of a Kind,,2004,,7.7,,,,,,,,,,,,,Two of a Kind
Two Point Campus,SWITCH,,FALSE,87,,,,,,,,,,,,,Two Point Campus
Two Point Hospital,SWITCH,,FALSE,85,,,,,,,,,,,,,Two Point Hospital
Two Worlds II: Pirates of the Flying Fortress,PC,,FALSE,78,,,,,,,,,,,,,Two Worlds II: Pirates of the Flying Fortress
TxK,PS Vita,,FALSE,84,,,,,,,,,,,,,TxK
Type:Rider,,2013,,7.6,,,,,,,,,,,,,Type:Rider
"Typing of the Dead, The",DREAMCAST,,FALSE,83,,,,,,,,,,,,,The Typing of the Dead
Typoman: Revised,,2015,,7.5,,,,,,,,,,,,,Typoman: Revised
Tyranny,PC,,FALSE,80,,,,,,,,,,,,,Tyranny
Tyrian 2000,,1999,,7.5,,,,,,,,,,,,,Tyrian 2000
U.N. Squadron,SNES,1991,FALSE,8,,,,,,,,,,,,,U.N. Squadron
U.S. Championship V'Ball,NES,1989,,7.8,,,,,,,,,,,,,U.S. Championship V'Ball
UFC 2,,2016,,7.5,,,,,,,,,,,,,UFC 2
UFC 2009 Undisputed,,2009,,7.7,,,,,,,,,,,,,UFC 2009 Undisputed
UFC 5,,2023,,7.6,,,,,,,,,,,,,UFC 5
UFO 50,,2024,,8.7,,,,,,,,,,,,,
UFO: Alien Invasion,,2006,,7.5,,,,,,,,,,,,,UFO: Alien Invasion
Ultim@te Race Pro,,1998,,7.5,,,,,,,,,,,,,Ultim@te Race Pro
Ultima Online: Renaissance,,2000,,7.7,,,,,,,,,,,,,Ultima Online: Renaissance
Ultima Online: The Second Age,,1998,,7.6,,,,,,,,,,,,,Ultima Online: The Second Age
Ultimate Brain Games,GBA,,FALSE,80,,,,,,,,,,,,,Ultimate Brain Games
Ultimate Fighting Championship,DREAMCAST,,FALSE,88,,,,,,,,,,,,,Ultimate Fighting Championship
Ultimate General: Gettysburg,PC,,FALSE,84,,,,,,,,,,,,,Ultimate General: Gettysburg
Ultimate Marvel vs. Capcom 3,PS3,,FALSE,80,,,,,,,,,,,,,Ultimate Marvel vs. Capcom 3
Ultimate Mortal Kombat 3,GENESIS,1996,,7.9,,,,,,,,,,,,,Ultimate Mortal Kombat 3
Ultimate Muscle: Legends vs. New Generation,,2002,,7.7,,,,,,,,,,,,,Ultimate Muscle: Legends vs. New Generation
Ultimate Spider-Man,DS,,FALSE,78,,,,,,,,,,,,,Ultimate Spider-Man
Ultra Street Fighter IV,X360,,FALSE,84,,,,,,,,,,,,,Ultra Street Fighter IV
Ultros,,2024,,7.8,,,,,,,,,,,,,
Umurangi Generation,SWITCH,,FALSE,81,,,,,,,,,,,,,Umurangi Generation
Unavowed,SWITCH,,FALSE,91,,,,,,,,,,,,,Unavowed
Unbound: Worlds Apart,PC,,FALSE,78,,,,,,,,,,,,,Unbound: Worlds Apart
Uncharted 2: Among Thieves,PS2,,FALSE,96,,,,,,,,,,,,,Uncharted 2: Among Thieves
Uncharted 3: Drake's Deception,PS3,,FALSE,92,,,,,,,,,,,,,Uncharted 3: Drake's Deception
Uncharted 4: A Thief's End,PS4,,FALSE,93,,,,,,,,,,,,,Uncharted 4: A Thief's End
Uncharted: Drake's Fortune,PS3,,FALSE,88,,,,,,,,,,,,,Uncharted: Drake's Fortune
Uncharted: Golden Abyss,PS Vita,,FALSE,80,,,,,,,,,,,,,Uncharted: Golden Abyss
Uncharted: Legacy of Thieves Collection,PC,,FALSE,88,,,,,,,,,,,,,Uncharted: Legacy of Thieves Collection
Uncharted: The Lost Legacy,PS4,,FALSE,84,,,,,,,,,,,,,Uncharted: The Lost Legacy
Uncharted: The Nathan Drake Collection,PS4,,FALSE,86,,,,,,,,,,,,,Uncharted: The Nathan Drake Collection
Uncommon Valor: Campaign for the South Pacific,PC,,FALSE,79,,,,,,,,,,,,,Uncommon Valor: Campaign for the South Pacific
Under Night In-Birth Exe:Late,PS3,,FALSE,80,,,,,,,,,,,,,Under Night In-Birth Exe:Late
Under Night In-Birth Exe:Late[cl-r],SWITCH,,FALSE,82,,,,,,,,,,,,,Under Night In-Birth Exe:Late[cl-r]
Under Night In-Birth Exe:Late[st],PS4,,FALSE,78,,,,,,,,,,,,,Under Night In-Birth Exe:Late[st]
Under Night: In-Birth - [Sys:Celes],,2024,,7.5,,,,,,,,,,,,,
Under Night: In-Birth - Exe:Late[st],,2015,,7.5,,,,,,,,,,,,,Under Night: In-Birth - Exe:Late[st]
Underhero,,2018,,7.7,,,,,,,,,,,,,Underhero
UnderMine,SWITCH,,FALSE,83,,,,,,,,,,,,,UnderMine
Undertale,SWITCH,,FALSE,93,,,,,,,,,,,,,Undertale
"Unfinished Swan, The",PS3,,FALSE,79,,,,,,,,,,,,,The Unfinished Swan
Unforeseen Incidents,PC,,FALSE,80,,,,,,,,,,,,,Unforeseen Incidents
Unicorn Overlord,,2024,,8.6,,,,,,,,,,,,,
Unity of Command,PC,,FALSE,84,,,,,,,,,,,,,Unity of Command
Unity of Command II,PC,,FALSE,88,,,,,,,,,,,,,Unity of Command II
Universe for Sale,,2023,,7.7,,,,,,,,,,,,,Universe for Sale
"Universim, The",,2018,,7.5,,,,,,,,,,,,,The Universim
Uno,X360,,FALSE,81,,,,,,,,,,,,,Uno
Uno Rush,,2009,,7.5,,,,,,,,,,,,,Uno Rush
Unpacking,SWITCH,,FALSE,86,,,,,,,,,,,,,Unpacking
Unplugged: Air Guitar,PS5,,FALSE,78,,,,,,,,,,,,,Unplugged: Air Guitar
Unravel,PC,,FALSE,81,,,,,,,,,,,,,Unravel
Unravel Two,SWITCH,,FALSE,82,,,,,,,,,,,,,Unravel Two
Unreal Championship,Xbox,,FALSE,83,,,,,,,,,,,,,Unreal Championship
Unreal Championship 2: The Liandri Conflict,Xbox,,FALSE,85,,,,,,,,,,,,,Unreal Championship 2: The Liandri Conflict
Unreal Life,,2020,,7.5,,,,,,,,,,,,,Unreal Life
Unreal Tournament,DREAMCAST,,TRUE,90,,,,,,,,,,,,,Unreal Tournament
Unreal Tournament 2003,PC,,FALSE,86,,,,,,,,,,,,,Unreal Tournament 2003
Unreal Tournament 2004,PC,,FALSE,93,,,,,,,,,,,,,Unreal Tournament 2004
Unreal Tournament 2004 (DVD Special Edition),,2004,,7.6,,,,,,,,,,,,,Unreal Tournament 2004 (DVD Special Edition)
Unreal Tournament III,PS3,,FALSE,86,,,,,,,,,,,,,Unreal Tournament III
Unruly Heroes,PC,,FALSE,81,,,,,,,,,,,,,Unruly Heroes
Unsighted,PC,,FALSE,84,,,,,,,,,,,,,Unsighted
Until Dawn,PS4,,FALSE,79,,,,,,,,,,,,,Until Dawn
Until Then,,2024,,7.9,,,,,,,,,,,,,
Untitled Goose Game,SWITCH,,FALSE,81,,,,,,,,,,,,,Untitled Goose Game
Urban Strike,GENESIS,1994,,7.9,,,,,,,,,,,,,Urban Strike
Uru: Ages Beyond Myst,PC,,FALSE,79,,,,,,,,,,,,,Uru: Ages Beyond Myst
Utawarerumono: Prelude to the Fallen,,2018,,7.5,,,,,,,,,,,,,Utawarerumono: Prelude to the Fallen
V-Rally 3,PS2,,FALSE,82,,,,,,,,,,,,,V-Rally 3
VA-11 Hall-A: Cyberbunk Bartender Action,SWITCH,,FALSE,83,,,,,,,,,,,,,VA-11 Hall-A: Cyberbunk Bartender Action
VA-11 HALL-A: Cyberpunk Bartender Action,,2016,,7.6,,,,,,,,,,,,,VA-11 HALL-A: Cyberpunk Bartender Action
Vagrant Story,PlayStation,,FALSE,92,,,,,,,,,,,,,Vagrant Story
Valdis Story: Abyssal City,PC,,FALSE,83,,,,,,,,,,,,,Valdis Story: Abyssal City
"Vale: Shadow of the Crown, The",PC,,FALSE,82,,,,,,,,,,,,,The Vale: Shadow of the Crown
Valfaris,PC,,FALSE,86,,,,,,,,,,,,,Valfaris
Valfaris: Mecha Therion,,2023,,7.7,,,,,,,,,,,,,Valfaris: Mecha Therion
Valheim,,2021,,7.7,,,,,,,,,,,,,Valheim
Valiant Hearts: The Great War,XBO,,FALSE,81,,,,,,,,,,,,,Valiant Hearts: The Great War
Valkyria Chronicles,PS3,,FALSE,86,,,,,,,,,,,,,Valkyria Chronicles
Valkyria Chronicles 4,PS4,,FALSE,85,,,,,,,,,,,,,Valkyria Chronicles 4
Valkyria Chronicles II,PSP,,FALSE,83,,,,,,,,,,,,,Valkyria Chronicles II
Valkyria Chronicles Remastered,PS4,,FALSE,84,,,,,,,,,,,,,Valkyria Chronicles Remastered
Valkyrie Profile,PlayStation,,FALSE,81,,,,,,,,,,,,,Valkyrie Profile
Valkyrie Profile 2: Silmeria,PS2,,FALSE,84,,,,,,,,,,,,,Valkyrie Profile 2: Silmeria
Valkyrie Profile: Lenneth,PS5,,FALSE,85,,,,,,,,,,,,,Valkyrie Profile: Lenneth
Valorant,PC,,FALSE,80,,,,,,,,,,,,,Valorant
Vampire Survivors,PC,,FALSE,87,,,,,,,,,,,,,Vampire Survivors
Vampire Therapist,,2024,,7.8,,,,,,,,,,,,,
Vampire: The Masquerade - Bloodlines,PC,,FALSE,80,,,,,,,,,,,,,Vampire: The Masquerade - Bloodlines
Vampire: The Masquerade - Redemption,,2000,,7.6,,,,,,,,,,,,,Vampire: The Masquerade - Redemption
"Vanishing of Ethan Carter, The",PC,,FALSE,82,,,,,,,,,,,,,The Vanishing of Ethan Carter
Vanishing Point,DREAMCAST,,FALSE,80,,,,,,,,,,,,,Vanishing Point
Vanquish,X360,,FALSE,84,,,,,,,,,,,,,Vanquish
Vaporum,,2017,,7.5,,,,,,,,,,,,,Vaporum
Variable Barricade,SWITCH,,FALSE,79,,,,,,,,,,,,,Variable Barricade
Varney Lake,,2023,,7.6,,,,,,,,,,,,,Varney Lake
Vector TD,,2007,,7.7,,,,,,,,,,,,,Vector TD
VectorMan,GENESIS,1995,,8,,,,,,,,,,,,,VectorMan
Vectorman 2,,1996,,7.7,,,,,,,,,,,,,Vectorman 2
Vectronom,SWITCH,,FALSE,82,,,,,,,,,,,,,Vectronom
Velocity,PSP,,FALSE,87,,,,,,,,,,,,,Velocity
Velocity 2X,PS Vita,,FALSE,90,,,,,,,,,,,,,Velocity 2X
Velocity Ultra,PS Vita,,FALSE,87,,,,,,,,,,,,,Velocity Ultra
Venba,PS5,,FALSE,84,,,,,,,,,,,,,Venba
Vengeful Guardian: Moonrider,SWITCH,,FALSE,78,,,,,,,,,,,,,Vengeful Guardian: Moonrider
Verses of Enchantment,,2023,,7.6,,,,,,,,,,,,,Verses of Enchantment
Vessel,PC,,FALSE,81,,,,,,,,,,,,,Vessel
Vice: Project Doom,NES,1991,,8,,,,,,,,,,,,,Vice: Project Doom
Victor Vran: Overkill Edition,SWITCH,,FALSE,82,,,,,,,,,,,,,Victor Vran: Overkill Edition
Victoria 3,PC,,FALSE,83,,,,,,,,,,,,,Victoria 3
Victoria II: Heart of Darkness,PC,,FALSE,81,,,,,,,,,,,,,Victoria II: Heart of Darkness
VIDEOBALL,PC,,FALSE,82,,,,,,,,,,,,,VIDEOBALL
