Title,System,Year,Played,Rating,Random Game,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Super Mario 3D World,Wii U,,FALSE,93,,,,,,,,,,,,,Super Mario 3D World
Super Mario 3D World + Bowser's Fury,SWITCH,,FALSE,89,,,,,,,,,,,,,Super Mario 3D World + Bowser's Fury
Super Mario 64,N64,,FALSE,94,,,,,,,,,,,,,Super Mario 64
Super Mario 64 DS,DS,,FALSE,85,,,,,,,,,,,,,Super Mario 64 DS
Super Mario Advance,GBA,,FALSE,84,,,,,,,,,,,,,Super Mario Advance
Super Mario Advance 4: Super Mario Bros. 3,GBA,,FALSE,94,,,,,,,,,,,,,Super Mario Advance 4: Super Mario Bros. 3
Super Mario All-Stars,SNES,1993,FALSE,8.7,,,,,,,,,,,,,Super Mario All-Stars
Super Mario All-Stars + Super Mario World,SNES,1994,FALSE,8.6,,,,,,,,,,,,,Super Mario All-Stars + Super Mario World
Super Mario Bros.,NES,1985,,8.4,,,,,,,,,,,,,Super Mario Bros.
Super Mario Bros. / Duck Hunt,NES,1988,,8.3,,,,,,,,,,,,,Super Mario Bros. / Duck Hunt
Super Mario Bros. 2,NES,1988,,8,,,,,,,,,,,,,Super Mario Bros. 2
Super Mario Bros. 3,NES,1988,,8.8,,,,,,,,,,,,,Super Mario Bros. 3
Super Mario Bros. Wonder,SWITCH,,FALSE,92,,,,,,,,,,,,,Super Mario Bros. Wonder
Super Mario Galaxy,Wii,,FALSE,97,,,,,,,,,,,,,Super Mario Galaxy
Super Mario Galaxy 2,Wii,,FALSE,97,,,,,,,,,,,,,Super Mario Galaxy 2
Super Mario Kart,SNES,1992,FALSE,8.3,,,,,,,,,,,,,Super Mario Kart
Super Mario Maker,Wii U,,FALSE,88,,,,,,,,,,,,,Super Mario Maker
Super Mario Maker 2,SWITCH,,FALSE,88,,,,,,,,,,,,,Super Mario Maker 2
Super Mario Odyssey,SWITCH,,FALSE,97,,,,,,,,,,,,,Super Mario Odyssey
Super Mario Party,,2018,,7.6,,,,,,,,,,,,,Super Mario Party
Super Mario RPG,SWITCH,,FALSE,84,,,,,,,,,,,,,Super Mario RPG
Super Mario RPG: Legend of the Seven Stars,SNES,1996,FALSE,8.3,,,,,,,,,,,,,Super Mario RPG: Legend of the Seven Stars
Super Mario Strikers,,2005,,7.5,,,,,,,,,,,,,Super Mario Strikers
Super Mario Sunshine,GAMECUBE,,FALSE,92,,,,,,,,,,,,,Super Mario Sunshine
Super Mario World,SNES,1990,FALSE,8.7,,,,,,,,,,,,,Super Mario World
Super Mario World 2: Yoshi's Island,SNES,1995,FALSE,8.6,,,,,,,,,,,,,Super Mario World 2: Yoshi's Island
Super Mario World: Super Mario Advance 2,GBA,,FALSE,92,,,,,,,,,,,,,Super Mario World: Super Mario Advance 2
Super Meat Boy,X360,,FALSE,90,,,,,,,,,,,,,Super Meat Boy
Super Metroid,SNES,1994,FALSE,8.7,,,,,,,,,,,,,Super Metroid
Super Monaco GP,GENESIS,1990,,8.1,,,,,,,,,,,,,Super Monaco GP
Super Monkey Ball,GAMECUBE,,FALSE,87,,,,,,,,,,,,,Super Monkey Ball
Super Monkey Ball 2,GAMECUBE,,FALSE,87,,,,,,,,,,,,,Super Monkey Ball 2
Super Monkey Ball Deluxe,PS2,,FALSE,78,,,,,,,,,,,,,Super Monkey Ball Deluxe
Super Monkey Ball Jr.,GBA,,FALSE,82,,,,,,,,,,,,,Super Monkey Ball Jr.
Super Monkey Ball: Banana Mania,,2021,,7.6,,,,,,,,,,,,,Super Monkey Ball: Banana Mania
Super Monkey Ball: Banana Rumble,,2024,,7.5,,,,,,,,,,,,,
Super One More Jump,SWITCH,,FALSE,81,,,,,,,,,,,,,Super One More Jump
Super Paper Mario,Wii,,FALSE,85,,,,,,,,,,,,,Super Paper Mario
Super Punch-Out!!,SNES,1994,FALSE,7.9,,,,,,,,,,,,,Super Punch-Out!!
Super Puzzle Fighter II,GBA,,FALSE,83,,,,,,,,,,,,,Super Puzzle Fighter II
Super Puzzle Fighter II Turbo,SATURN,1996,,8,,,,,,,,,,,,,Super Puzzle Fighter II Turbo
Super Puzzle Fighter II Turbo HD Remix,X360,,FALSE,83,,,,,,,,,,,,,Super Puzzle Fighter II Turbo HD Remix
Super Robot Taisen: Original Generation 2,GBA,,FALSE,82,,,,,,,,,,,,,Super Robot Taisen: Original Generation 2
Super Robot Wars 30,PC,,FALSE,79,,,,,,,,,,,,,Super Robot Wars 30
Super Rude Bear Resurrection,PS4,,FALSE,78,,,,,,,,,,,,,Super Rude Bear Resurrection
Super Scribblenauts,DS,,FALSE,81,,,,,,,,,,,,,Super Scribblenauts
Super Smash Bros.,N64,,FALSE,79,,,,,,,,,,,,,Super Smash Bros.
Super Smash Bros. Brawl,Wii,,FALSE,93,,,,,,,,,,,,,Super Smash Bros. Brawl
Super Smash Bros. for Wii U,Wii U,,FALSE,92,,,,,,,,,,,,,Super Smash Bros. for Wii U
Super Smash Bros. Melee,GAMECUBE,,FALSE,92,,,,,,,,,,,,,Super Smash Bros. Melee
Super Smash Bros. Ultimate,SWITCH,,FALSE,93,,,,,,,,,,,,,Super Smash Bros. Ultimate
Super Splatters,,2013,,7.6,,,,,,,,,,,,,Super Splatters
Super Star Wars: Return of the Jedi,SNES,1994,FALSE,7.9,,,,,,,,,,,,,Super Star Wars: Return of the Jedi
Super Stardust Delta,PS Vita,,FALSE,82,,,,,,,,,,,,,Super Stardust Delta
Super Stardust HD,PS3,,FALSE,85,,,,,,,,,,,,,Super Stardust HD
Super Street Fighter II,GENESIS,1994,,8.2,,,,,,,,,,,,,Super Street Fighter II
Super Street Fighter II Turbo HD Remix,X360,,FALSE,88,,,,,,,,,,,,,Super Street Fighter II Turbo HD Remix
Super Street Fighter II: Turbo Revival,GBA,,FALSE,84,,,,,,,,,,,,,Super Street Fighter II: Turbo Revival
Super Street Fighter IV,PS3,,FALSE,92,,,,,,,,,,,,,Super Street Fighter IV
Super Street Fighter IV: Arcade Edition,PC,,FALSE,84,,,,,,,,,,,,,Super Street Fighter IV: Arcade Edition
Super Time Force,X360,,FALSE,81,,,,,,,,,,,,,Super Time Force
Super Turrican,SNES,1993,FALSE,7.8,,,,,,,,,,,,,Super Turrican
Super Turrican 2,SNES,1995,FALSE,8.1,,,,,,,,,,,,,Super Turrican 2
Superbeat: Xonic,PS Vita,,FALSE,81,,,,,,,,,,,,,Superbeat: Xonic
Superbike 2000,,2000,,7.5,,,,,,,,,,,,,Superbike 2000
Superbike 2001,PC,,FALSE,88,,,,,,,,,,,,,Superbike 2001
Superbrothers: Sword & Sorcery EP,PC,,FALSE,83,,,,,,,,,,,,,Superbrothers: Sword & Sorcery EP
Superbrothers: Sword & Sworcery EP,,2011,,7.7,,,,,,,,,,,,,Superbrothers: Sword & Sworcery EP
Superdimension Neptune VS Sega Hard Girls,,2016,,7.5,,,,,,,,,,,,,Superdimension Neptune VS Sega Hard Girls
SUPERHOT,XBO,,FALSE,83,,,,,,,,,,,,,SUPERHOT
SUPERHOT VR,PC,,FALSE,83,,,,,,,,,,,,,SUPERHOT VR
SUPERHOT: MIND CONTROL DELETE,XBO,,FALSE,82,,,,,,,,,,,,,SUPERHOT: MIND CONTROL DELETE
SuperKarts,,1995,,7.6,,,,,,,,,,,,,SuperKarts
Superliminal,PS4,,FALSE,80,,,,,,,,,,,,,Superliminal
Supplice,,2023,,7.5,,,,,,,,,,,,,Supplice
Supraland,,2018,,7.6,,,,,,,,,,,,,Supraland
Supreme Commander,PC,,FALSE,86,,,,,,,,,,,,,Supreme Commander
Supreme Commander 2,,2010,,7.5,,,,,,,,,,,,,Supreme Commander 2
Supreme Commander: Forged Alliance,PC,,FALSE,81,,,,,,,,,,,,,Supreme Commander: Forged Alliance
"Surge 2, The",XBO,,FALSE,78,,,,,,,,,,,,,The Surge 2
Surviving Mars,,2018,,7.6,,,,,,,,,,,,,Surviving Mars
Sushi Striker: The Way of Sushido,,2018,,7.7,,,,,,,,,,,,,Sushi Striker: The Way of Sushido
Suzerain,PC,,FALSE,81,,,,,,,,,,,,,Suzerain
"Swapper, The",PC,,FALSE,87,,,,,,,,,,,,,The Swapper
SWAT 3: Elite Edition,PC,,FALSE,81,,,,,,,,,,,,,SWAT 3: Elite Edition
SWAT 4,PC,,FALSE,85,,,,,,,,,,,,,SWAT 4
SWAT 4: The Stetchkov Syndicate,PC,,FALSE,80,,,,,,,,,,,,,SWAT 4: The Stetchkov Syndicate
Sweet Home,NES,1989,,7.8,,,,,,,,,,,,,Sweet Home
Switchball,X360,,FALSE,78,,,,,,,,,,,,,Switchball
Sword of the Stars: Born of Blood,PC,,FALSE,79,,,,,,,,,,,,,Sword of the Stars: Born of Blood
Swords & Soldiers,PS3,,FALSE,81,,,,,,,,,,,,,Swords & Soldiers
Swords & Soldiers II,,2015,,7.5,,,,,,,,,,,,,Swords & Soldiers II
Swords & Soldiers II: Shawarmageddon,SWITCH,,FALSE,82,,,,,,,,,,,,,Swords & Soldiers II: Shawarmageddon
Syberia,PC,,FALSE,82,,,,,,,,,,,,,Syberia
Syberia II,PC,,FALSE,80,,,,,,,,,,,,,Syberia II
Syberia: Adventure Game of the Year,,2003,,7.6,,,,,,,,,,,,,Syberia: Adventure Game of the Year
Syberia: Collectors Edition I & II,,2004,,7.6,,,,,,,,,,,,,Syberia: Collectors Edition I & II
Syberia: The World Before,PC,,FALSE,81,,,,,,,,,,,,,Syberia: The World Before
Sydney Hunter and the Curse of the Mayan,,2019,,7.5,,,,,,,,,,,,,Sydney Hunter and the Curse of the Mayan
Symphony of War: The Nephilim Saga,PC,,FALSE,81,,,,,,,,,,,,,Symphony of War: The Nephilim Saga
Syndicate Wars,,1996,,7.7,,,,,,,,,,,,,Syndicate Wars
Synth Riders,PS4,,FALSE,89,,,,,,,,,,,,,Synth Riders
Syphon Filter,PlayStation,,FALSE,90,,,,,,,,,,,,,Syphon Filter
Syphon Filter: Dark Mirror,PSP,,FALSE,87,,,,,,,,,,,,,Syphon Filter: Dark Mirror
Syphon Filter: Logan's Shadow,PSP,,FALSE,85,,,,,,,,,,,,,Syphon Filter: Logan's Shadow
System Shock (2023),PC,,FALSE,78,,,,,,,,,,,,,System Shock (2023)
System Shock 2,PC,,FALSE,92,,,,,,,,,,,,,System Shock 2
System Shock: Enhanced Edition,PC,,FALSE,85,,,,,,,,,,,,,System Shock: Enhanced Edition
Tacoma,XBO,,FALSE,79,,,,,,,,,,,,,Tacoma
Tactical Breach Wizards,,2024,,8.4,,,,,,,,,,,,,
Tactics Ogre,SNES,1995,FALSE,8.3,,,,,,,,,,,,,Tactics Ogre
Tactics Ogre: Let Us Cling Together,PSP,,FALSE,87,,,,,,,,,,,,,Tactics Ogre: Let Us Cling Together
Tactics Ogre: Reborn,PS5,,FALSE,86,,,,,,,,,,,,,Tactics Ogre: Reborn
Tactics Ogre: The Knight of Lodis,GBA,,FALSE,88,,,,,,,,,,,,,Tactics Ogre: The Knight of Lodis
Tadpole Treble Encore,SWITCH,,FALSE,82,,,,,,,,,,,,,Tadpole Treble Encore
Taiko no Tatsujin: Drum 'n' Fun!,SWITCH,,FALSE,78,,,,,,,,,,,,,Taiko no Tatsujin: Drum 'n' Fun!
Taiko no Tatsujin: Rhythm Festival,SWITCH,,FALSE,80,,,,,,,,,,,,,Taiko no Tatsujin: Rhythm Festival
Taiko: Drum Master,,2004,,7.5,,,,,,,,,,,,,Taiko: Drum Master
Tail Concerto,,1998,,7.5,,,,,,,,,,,,,Tail Concerto
Tails Adventure,,1995,,7.6,,,,,,,,,,,,,Tails Adventure
Tails of Iron,XBSX,,FALSE,84,,,,,,,,,,,,,Tails of Iron
Tainted Grail: Conquest,PC,,FALSE,82,,,,,,,,,,,,,Tainted Grail: Conquest
Taito Legends,,2005,,7.5,,,,,,,,,,,,,Taito Legends
Tak and the Power of Juju,GBA,,FALSE,79,,,,,,,,,,,,,Tak and the Power of Juju
Tale of a Hero,,2008,,7.6,,,,,,,,,,,,,Tale of a Hero
Tales From Off-Peak City Vol. 1,PC,,FALSE,83,,,,,,,,,,,,,Tales From Off-Peak City Vol. 1
Tales From Space: Mutant Blobs Attack,PS Vita,,FALSE,86,,,,,,,,,,,,,Tales From Space: Mutant Blobs Attack
Tales from the Borderlands: A Telltale Games Series,PS4,,FALSE,86,,,,,,,,,,,,,Tales from the Borderlands: A Telltale Games Series
Tales of Arise,PS5,,FALSE,87,,,,,,,,,,,,,Tales of Arise
Tales of Berseria,PC,,FALSE,80,,,,,,,,,,,,,Tales of Berseria
"Tales of Bingwood: Chapter I - To Save a Princ..., The",,2008,,7.6,,,,,,,,,,,,,The Tales of Bingwood: Chapter I - To Save a Princ...
Tales of Destiny,,1997,,7.6,,,,,,,,,,,,,Tales of Destiny
Tales of Destiny II,PlayStation,,FALSE,78,,,,,,,,,,,,,Tales of Destiny II
Tales of Graces f,,2010,,7.7,,,,,,,,,,,,,Tales of Graces f
Tales of Hearts R,,2013,,7.5,,,,,,,,,,,,,Tales of Hearts R
Tales of Kenzera: Zau,,2024,,7.6,,,,,,,,,,,,,Tales of Kenzera: Zau
Tales of Kenzera: Zau,,2024,,7.7,,,,,,,,,,,,,
Tales of Monkey Island: Chapter 2 - The Siege of S...,,2009,,7.7,,,,,,,,,,,,,Tales of Monkey Island: Chapter 2 - The Siege of S...
Tales of Symphonia,GAMECUBE,,FALSE,86,,,,,,,,,,,,,Tales of Symphonia
Tales of Symphonia Chronicles,,2014,,7.5,,,,,,,,,,,,,Tales of Symphonia Chronicles
Tales of the Abyss,PS2,,FALSE,78,,,,,,,,,,,,,Tales of the Abyss
Tales of Vesperia,X360,,FALSE,79,,,,,,,,,,,,,Tales of Vesperia
Tales of Vesperia: Definitive Edition,SWITCH,,FALSE,83,,,,,,,,,,,,,Tales of Vesperia: Definitive Edition
Tales of Xilia,PS3,,FALSE,78,,,,,,,,,,,,,Tales of Xilia
Tales of Xillia,,2011,,7.6,,,,,,,,,,,,,Tales of Xillia
Tales of Zestiria,,2015,,7.5,,,,,,,,,,,,,Tales of Zestiria
"Talos Principle 2, The",PS5,,FALSE,90,,,,,,,,,,,,,The Talos Principle 2
"Talos Principle, The",PC,,FALSE,85,,,,,,,,,,,,,The Talos Principle
"Talos Principle: Deluxe Edition, The",PS4,,FALSE,88,,,,,,,,,,,,,The Talos Principle: Deluxe Edition
"Talos Principle: Road to Gehenna, The",PC,,FALSE,82,,,,,,,,,,,,,The Talos Principle: Road to Gehenna
Tangle Tower,SWITCH,,FALSE,85,,,,,,,,,,,,,Tangle Tower
Tangledeep,SWITCH,,FALSE,79,,,,,,,,,,,,,Tangledeep
Tanglewood,GENESIS,2018,,8,,,,,,,,,,,,,Tanglewood
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,,FALSE,85,,,,,,,,,,,,,Tatsunoko vs. Capcom: Ultimate All-Stars
Tavern Talk,,2024,,7.9,,,,,,,,,,,,,
Tchia,,2023,,7.6,,,,,,,,,,,,,Tchia
Team Apache,,1998,,7.7,,,,,,,,,,,,,Team Apache
Team Fortress 2,PC,,FALSE,92,,,,,,,,,,,,,Team Fortress 2
Teamchef,,1996,,7.5,,,,,,,,,,,,,Teamchef
Tearaway,PS Vita,,FALSE,87,,,,,,,,,,,,,Tearaway
Tearaway Unfolded,PS4,,FALSE,81,,,,,,,,,,,,,Tearaway Unfolded
Teardown,PC,,FALSE,80,,,,,,,,,,,,,Teardown
Technobabylon,PC,,FALSE,82,,,,,,,,,,,,,Technobabylon
Teen Agent,,1995,,7.5,,,,,,,,,,,,,Teen Agent
Teenage Mutant Ninja Turtles III: The Manhattan Pr...,NES,1991,,8,,,,,,,,,,,,,Teenage Mutant Ninja Turtles III: The Manhattan Pr...
Teenage Mutant Ninja Turtles: Shredder's Revenge,SWITCH,,FALSE,87,,,,,,,,,,,,,Teenage Mutant Ninja Turtles: Shredder's Revenge
Teenage Mutant Ninja Turtles: Shredder's Revenge - Dimension Shellshock,PC,,FALSE,87,,,,,,,,,,,,,Teenage Mutant Ninja Turtles: Shredder's Revenge - Dimension Shellshock
Teenage Mutant Ninja Turtles: The Cowabunga Collection,SWITCH,,FALSE,83,,,,,,,,,,,,,Teenage Mutant Ninja Turtles: The Cowabunga Collection
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1993,FALSE,7.8,,,,,,,,,,,,,Teenage Mutant Ninja Turtles: Tournament Fighters
Teenage Mutant Ninja Turtles: Turtles in Time,SNES,1992,FALSE,7.9,,,,,,,,,,,,,Teenage Mutant Ninja Turtles: Turtles in Time
Tekken 2,PlayStation,,FALSE,89,,,,,,,,,,,,,Tekken 2
Tekken 3,PlayStation,,FALSE,96,,,,,,,,,,,,,Tekken 3
Tekken 4,PS2,,FALSE,79,,,,,,,,,,,,,Tekken 4
Tekken 5,PS2,,FALSE,88,,,,,,,,,,,,,Tekken 5
Tekken 5: Dark Resurrection,PS3,,FALSE,82,,,,,,,,,,,,,Tekken 5: Dark Resurrection
Tekken 6,X360,,FALSE,80,,,,,,,,,,,,,Tekken 6
Tekken 7,PC,,FALSE,82,,,,,,,,,,,,,Tekken 7
Tekken 8,,2024,,8.9,,,,,,,,,,,,,
Tekken Advance,GBA,,FALSE,82,,,,,,,,,,,,,Tekken Advance
Tekken Tag Tournament,PS2,,FALSE,85,,,,,,,,,,,,,Tekken Tag Tournament
Tekken Tag Tournament 2,X360,,FALSE,83,,,,,,,,,,,,,Tekken Tag Tournament 2
Tekken: Dark Resurrection,PSP,,FALSE,88,,,,,,,,,,,,,Tekken: Dark Resurrection
Teleglitch,,2012,,7.5,,,,,,,,,,,,,Teleglitch
Teleglitch: Die More Edition,PC,,FALSE,78,,,,,,,,,,,,,Teleglitch: Die More Edition
Tell Me Why,XBO,,FALSE,78,,,,,,,,,,,,,Tell Me Why
Telling L!es,,2019,,7.6,,,,,,,,,,,,,Telling L!es
Telling Lies,PC,,FALSE,84,,,,,,,,,,,,,Telling Lies
Temple Run 2,,2013,,7.5,,,,,,,,,,,,,Temple Run 2
Temtem,PC,,FALSE,79,,,,,,,,,,,,,Temtem
Ten Dates,,2023,,7.5,,,,,,,,,,,,,Ten Dates
Tenchu 2: Birth of the Stealth Assassins,,2000,,7.6,,,,,,,,,,,,,Tenchu 2: Birth of the Stealth Assassins
Tenchu: Stealth Assassins,PlayStation,,FALSE,87,,,,,,,,,,,,,Tenchu: Stealth Assassins
Tenchu: Wrath of Heaven,PS2,,FALSE,79,,,,,,,,,,,,,Tenchu: Wrath of Heaven
Tengoku Struggle: Strayside,,2022,,7.5,,,,,,,,,,,,,Tengoku Struggle: Strayside
Tentacular,PC,,FALSE,81,,,,,,,,,,,,,Tentacular
Terminal Velocity,,1995,,7.5,,,,,,,,,,,,,Terminal Velocity
Terminator: Dark Fate - Defiance,,2024,,7.6,,,,,,,,,,,,,Terminator: Dark Fate - Defiance
Terminator: Dark Fate - Defiance,,2024,,7.6,,,,,,,,,,,,,
Terra Nil,PC,,FALSE,79,,,,,,,,,,,,,Terra Nil
Terranigma,SNES,1995,FALSE,8.1,,,,,,,,,,,,,Terranigma
Terraria,PS Vita,,FALSE,85,,,,,,,,,,,,,Terraria
Terror of Hemasaurus,,2022,,7.5,,,,,,,,,,,,,Terror of Hemasaurus
Tesla vs Lovecraft,,2018,,7.5,,,,,,,,,,,,,Tesla vs Lovecraft
Teslagrad,SWITCH,,FALSE,81,,,,,,,,,,,,,Teslagrad
Test Drive Le Mans,DREAMCAST,,FALSE,93,,,,,,,,,,,,,Test Drive Le Mans
Test Drive Unlimited,X360,,FALSE,82,,,,,,,,,,,,,Test Drive Unlimited
Test Drive V-Rally,DREAMCAST,,FALSE,86,,,,,,,,,,,,,Test Drive V-Rally
Tetris,NES,1989,,8.1,,,,,,,,,,,,,Tetris
Tetris & Dr. Mario,SNES,1994,FALSE,7.8,,,,,,,,,,,,,Tetris & Dr. Mario
Tetris 99,SWITCH,,FALSE,83,,,,,,,,,,,,,Tetris 99
Tetris Attack,SNES,1996,FALSE,8.2,,,,,,,,,,,,,Tetris Attack
Tetris DS,DS,,FALSE,84,,,,,,,,,,,,,Tetris DS
Tetris Effect,PC,,FALSE,90,,,,,,,,,,,,,Tetris Effect
Tetris Effect: Connected,SWITCH,,FALSE,94,,,,,,,,,,,,,Tetris Effect: Connected
Tetris Party,Wii,,FALSE,86,,,,,,,,,,,,,Tetris Party
Tetrisphere,,1997,,7.5,,,,,,,,,,,,,Tetrisphere
TEVI,PC,,FALSE,83,,,,,,,,,,,,,TEVI
Tex Murphy: Overseer,,1998,,7.7,,,,,,,,,,,,,Tex Murphy: Overseer
"Texas Chain Saw Massacre, The",,2023,,7.7,,,,,,,,,,,,,The Texas Chain Saw Massacre
"Textorcist: The Story of Ray Bibbia, The",PC,,FALSE,78,,,,,,,,,,,,,The Textorcist: The Story of Ray Bibbia
Thalassa: Edge of the Abyss,,2024,,7.5,,,,,,,,,,,,,Thalassa: Edge of the Abyss
Thalassa: Edge of the Abyss,,2024,,7.5,,,,,,,,,,,,,
Thank Goodness You're Here!,,2024,,8.4,,,,,,,,,,,,,
"That Dragon, Cancer",PC,,FALSE,78,,,,,,,,,,,,,"That Dragon, Cancer"
The Crimson Diamond,,2024,,8,,,,,,,,,,,,,
The Cub,,2024,,7.6,,,,,,,,,,,,,
The Land Beneath Us,,2024,,7.7,,,,,,,,,,,,,
The Last of Us: Part II - Remastered,,2024,,8.6,,,,,,,,,,,,,
The Legend of Zelda: Echoes of Wisdom,,2024,,8.3,,,,,,,,,,,,,
The Operator,,2024,,7.7,,,,,,,,,,,,,
The Plucky Squire,,2024,,8.3,,,,,,,,,,,,,
The Rise of the Golden Idol,,2024,,8.3,,,,,,,,,,,,,
The Thaumaturge,,2024,,7.8,,,,,,,,,,,,,
Theatrhythm Final Bar Line,SWITCH,,FALSE,87,,,,,,,,,,,,,Theatrhythm Final Bar Line
Theatrhythm Final Fantasy,3DS,,FALSE,78,,,,,,,,,,,,,Theatrhythm Final Fantasy
Theatrhythm Final Fantasy: Curtain Call,3DS,,FALSE,83,,,,,,,,,,,,,Theatrhythm Final Fantasy: Curtain Call
Them's Fightin Herds,XBSX,,FALSE,80,,,,,,,,,,,,,Them's Fightin Herds
Them's Fightin' Herds,,2018,,7.6,,,,,,,,,,,,,Them's Fightin' Herds
Theme Park Roller Coaster,PS2,,FALSE,82,,,,,,,,,,,,,Theme Park Roller Coaster
There is no game: Wrong dimension,PC,,FALSE,89,,,,,,,,,,,,,There is no game: Wrong dimension
Thief II: The Metal Age,PC,,FALSE,87,,,,,,,,,,,,,Thief II: The Metal Age
Thief: Deadly Shadows,PC,,FALSE,85,,,,,,,,,,,,,Thief: Deadly Shadows
Thief: The Dark Project,PC,,FALSE,92,,,,,,,,,,,,,Thief: The Dark Project
Thimbleweed Park,PS4,,FALSE,86,,,,,,,,,,,,,Thimbleweed Park
"Thing, The",PS2,,FALSE,78,,,,,,,,,,,,,The Thing
Thirsty Suitors,PC,,FALSE,80,,,,,,,,,,,,,Thirsty Suitors
Thirty Flights of Loving,PC,,FALSE,88,,,,,,,,,,,,,Thirty Flights of Loving
This War of Mine,PC,,FALSE,83,,,,,,,,,,,,,This War of Mine
This War of Mine: Complete Edition,SWITCH,,FALSE,80,,,,,,,,,,,,,This War of Mine: Complete Edition
This War of Mine: Final Cut,PS5,,FALSE,82,,,,,,,,,,,,,This War of Mine: Final Cut
This Way Madness Lies,PC,,FALSE,84,,,,,,,,,,,,,This Way Madness Lies
Thomas Was Alone,PS3,,FALSE,80,,,,,,,,,,,,,Thomas Was Alone
Thousand Arms,,1998,,7.7,,,,,,,,,,,,,Thousand Arms
Thrasher Presents Skate and Destroy,,1999,,7.5,,,,,,,,,,,,,Thrasher Presents Skate and Destroy
Threshold,,2024,,7.5,,,,,,,,,,,,,
Thronebreaker: The Witcher Tales,PC,,FALSE,85,,,,,,,,,,,,,Thronebreaker: The Witcher Tales
Thumper,PC,,FALSE,86,,,,,,,,,,,,,Thumper
Thunder Force III,GENESIS,1990,,8.3,,,,,,,,,,,,,Thunder Force III
Thunderstrike 2,SATURN,1995,,8.2,,,,,,,,,,,,,Thunderstrike 2
Time Commando,PC,,FALSE,80,,,,,,,,,,,,,Time Commando
Time Crisis 3,PS2,,FALSE,81,,,,,,,,,,,,,Time Crisis 3
Time Crisis II,PS2,,FALSE,81,,,,,,,,,,,,,Time Crisis II
"Time Gentlemen, Please!",PC,,FALSE,84,,,,,,,,,,,,,"Time Gentlemen, Please!"
Time Loader,PC,,FALSE,79,,,,,,,,,,,,,Time Loader
Timekeepers,,1995,,7.5,,,,,,,,,,,,,Timekeepers
Timespinner,SWITCH,,FALSE,84,,,,,,,,,,,,,Timespinner
TimeSplitters,PS2,,FALSE,81,,,,,,,,,,,,,TimeSplitters
TimeSplitters 2,PS2,,FALSE,90,,,,,,,,,,,,,TimeSplitters 2
TimeSplitters: Future Perfect,PS2,,FALSE,84,,,,,,,,,,,,,TimeSplitters: Future Perfect
Tin Hearts,SWITCH,,FALSE,81,,,,,,,,,,,,,Tin Hearts
Tiny Glade,,2024,,7.6,,,,,,,,,,,,,
Tiny Metal: Full Metal Rumble,,2019,,7.7,,,,,,,,,,,,,Tiny Metal: Full Metal Rumble
Tiny Terry's Turbo Trip,,2024,,7.6,,,,,,,,,,,,,Tiny Terry's Turbo Trip
Tiny Terry's Turbo Trip,,2024,,7.6,,,,,,,,,,,,,
Tiny Thor,,2023,,7.5,,,,,,,,,,,,,Tiny Thor
Tiny Tina's Wonderlands,PC,,FALSE,78,,,,,,,,,,,,,Tiny Tina's Wonderlands
Tiny Toon Adventures: Buster Busts Loose!,SNES,1992,FALSE,8,,,,,,,,,,,,,Tiny Toon Adventures: Buster Busts Loose!
Tiny Toon Adventures: Buster's Hidden Treasure,GENESIS,1993,,8.3,,,,,,,,,,,,,Tiny Toon Adventures: Buster's Hidden Treasure
Tinykin,SWITCH,,FALSE,87,,,,,,,,,,,,,Tinykin
Titan Quest,,2006,,7.7,,,,,,,,,,,,,Titan Quest
Titan Quest: Immortal Throne,PC,,FALSE,80,,,,,,,,,,,,,Titan Quest: Immortal Throne
Titanfall,XBO,,FALSE,86,,,,,,,,,,,,,Titanfall
Titanfall 2,PS4,,FALSE,89,,,,,,,,,,,,,Titanfall 2
TMNT,GBA,,FALSE,80,,,,,,,,,,,,,TMNT
To the Moon,SWITCH,,FALSE,84,,,,,,,,,,,,,To the Moon
Today I Die,,2009,,7.6,,,,,,,,,,,,,Today I Die
ToeJam & Earl,GENESIS,1991,,7.9,,,,,,,,,,,,,ToeJam & Earl
ToeJam & Earl in Panic on Funkotron,GENESIS,1993,,7.9,,,,,,,,,,,,,ToeJam & Earl in Panic on Funkotron
TOEM,PS5,,FALSE,80,,,,,,,,,,,,,TOEM
Toki Tori,SWITCH,,FALSE,82,,,,,,,,,,,,,Toki Tori
Toki Tori 2+,SWITCH,,FALSE,84,,,,,,,,,,,,,Toki Tori 2+
Tokyo 42,,2017,,7.5,,,,,,,,,,,,,Tokyo 42
Tokyo Mirage Session #FE Encore,SWITCH,,FALSE,81,,,,,,,,,,,,,Tokyo Mirage Session #FE Encore
Tokyo Mirage Sessions #FE,Wii U,,FALSE,80,,,,,,,,,,,,,Tokyo Mirage Sessions #FE
Tokyo Xtreme Racer 2,DREAMCAST,,FALSE,79,,,,,,,,,,,,,Tokyo Xtreme Racer 2
Tom Clancy's EndWar,,2008,,7.7,,,,,,,,,,,,,Tom Clancy's EndWar
Tom Clancy's Ghost Recon,PC,,FALSE,80,,,,,,,,,,,,,Tom Clancy's Ghost Recon
